metric_id,account_id,risk_date,par_status,npl_flag,arrears_ratio,interest_arrear,restructure_count,risk_score
1,1,2026-02-15T17:09:49.360109,0-30,False,0.003923709637548511,22.113751239451467,0,0.30923973979326647
2,1,2026-03-17T17:09:49.360109,0-30,False,0.1571667504069226,885.7807388069433,0,0.23894614580566004
3,1,2026-04-16T17:09:49.360109,0-30,False,0.007393407235756944,41.66872259325488,0,0.009643924939006565
4,2,2024-11-27T17:09:49.360109,91-180,False,0.09118337503498729,788.5235172086931,0,0.31406464066003276
5,2,2024-12-27T17:09:49.360109,0-30,False,0.03951628022689416,341.7236558699317,0,0.40878510264421375
6,2,2025-01-26T17:09:49.360109,31-60,False,0.12273690630683276,1061.3879669977396,0,0.44581863399706734
7,2,2025-02-25T17:09:49.360109,31-60,False,0.03134300829336625,271.0439170507047,0,0.4528428533810719
8,2,2025-03-27T17:09:49.360109,0-30,False,0.035915707373841,310.5870986963654,0,0.06686271663079169
9,2,2025-04-26T17:09:49.360109,0-30,False,0.18242437922317517,1577.5453921778667,0,0.18586593437853494
10,2,2025-05-26T17:09:49.360109,61-90,False,0.06616091303022313,572.1375834609374,0,0.15310617948548522
11,2,2025-06-25T17:09:49.360109,31-60,False,0.12861243515877838,1112.197587435891,0,0.0276354619604538
12,2,2025-07-25T17:09:49.360109,61-90,False,0.15712469231608361,1358.7621096265912,0,0.4223917829059732
13,3,2024-05-28T17:09:49.362118,0-30,False,0.13616629079120268,83.58150294990878,0,0.06600961577155073
14,3,2024-06-27T17:09:49.362118,0-30,False,0.15596498599563147,95.73432500313476,0,0.06513425994947108
15,3,2024-07-27T17:09:49.362118,0-30,False,0.18972015468718995,116.4539004220933,0,0.46121631843471433
16,3,2024-08-26T17:09:49.362118,0-30,False,0.1301613831014691,79.895574465942,0,0.14014850071287738
17,3,2024-09-25T17:09:49.362118,180+,False,0.15397494850231447,94.51280149939802,0,0.37047240877026033
18,3,2024-10-25T17:09:49.362118,0-30,False,0.1252157226397681,76.85983241798709,0,0.2201689396466608
19,3,2024-11-24T17:09:49.362118,61-90,False,0.143429109945404,88.03956182067851,0,0.42083590766945933
20,3,2024-12-24T17:09:49.362118,0-30,False,0.025233051411970766,15.488535002093867,0,0.3782562745902046
21,4,2025-11-26T17:09:49.362118,31-60,False,0.1712513547145562,34.04303778087475,0,0.03373678796874868
22,4,2025-12-26T17:09:49.362118,0-30,False,0.11363549499430459,22.58958742713348,0,0.49249854693151024
23,4,2026-01-25T17:09:49.362118,0-30,False,0.15321333484117228,30.45726181393238,0,0.374967466758546
24,5,2025-03-09T17:09:49.362118,180+,False,0.0763369803464785,575.7025208238827,0,0.29546200411823287
25,5,2025-04-08T17:09:49.362118,61-90,False,0.10956795442163923,826.3170389469548,0,0.20535227392622135
26,5,2025-05-08T17:09:49.362118,0-30,False,0.15051347665403622,1135.1115479601567,0,0.4466813388070724
27,5,2025-06-07T17:09:49.362118,0-30,False,0.13068825918082347,985.5978047729495,0,0.4623999216617519
28,5,2025-07-07T17:09:49.362118,0-30,False,0.13051033773965767,984.2559934814516,0,0.27943289480179545
29,6,2025-09-03T17:09:49.364127,0-30,False,0.16694024679985897,1163.3523267013938,0,0.007318762211918961
30,6,2025-10-03T17:09:49.364127,0-30,False,0.12143985714840366,846.2748982110626,0,0.3202685484858672
31,6,2025-11-02T17:09:49.364127,0-30,False,0.10504290987051175,732.0099014101128,0,0.3139306199883442
32,6,2025-12-02T17:09:49.364127,91-180,False,0.1714715854616318,1194.92975321356,0,0.3460835535029193
33,6,2026-01-01T17:09:49.364127,61-90,False,0.1254685822048725,874.3497738502615,0,0.354316968415712
34,6,2026-01-31T17:09:49.364127,61-90,False,0.17578149453519953,1224.9641088870458,0,0.37517384682124155
35,6,2026-03-02T17:09:49.364127,0-30,False,0.037982433856636626,264.687237786792,0,0.40585688535814346
36,7,2025-07-22T17:09:49.364127,0-30,False,0.17838884014707923,1095.7957650876938,0,0.014757490749196855
37,7,2025-08-21T17:09:49.364127,0-30,False,0.07266412585483491,446.3566292593051,0,0.1617520669715865
38,7,2025-09-20T17:09:49.364127,0-30,False,0.07894828028052057,484.9585384434553,0,0.4548433887921881
39,7,2025-10-20T17:09:49.364127,0-30,False,0.07913052978029839,486.0780492260874,0,0.1281400812135039
40,7,2025-11-19T17:09:49.364127,31-60,False,0.06137746183299311,377.0256182672233,0,0.10081518089028868
41,7,2025-12-19T17:09:49.364127,31-60,False,0.1792245509856657,1100.9293171473737,0,0.30892671070124966
42,8,2024-10-20T17:09:49.366915,0-30,False,0.0431591855931204,162.03893178703228,0,0.21367319241630822
43,8,2024-11-19T17:09:49.366915,0-30,False,0.09663653084172584,362.8168607447933,0,0.22716235782697458
44,8,2024-12-19T17:09:49.366915,0-30,False,0.022453200271438423,84.29938000878616,0,0.23403847309669107
45,8,2025-01-18T17:09:49.366915,91-180,False,0.18602342644946843,698.4153406740893,0,0.4750477407056039
46,8,2025-02-17T17:09:49.366915,0-30,False,0.065950794619918,247.60884997841382,0,0.2734728282689518
47,8,2025-03-19T17:09:49.366915,31-60,False,0.12883893814800185,483.7191347142921,0,0.3004215670741275
48,8,2025-04-18T17:09:49.366915,61-90,False,0.12284780665057096,461.22574113658544,0,0.08837140817742084
49,8,2025-05-18T17:09:49.366915,31-60,False,0.08088538797806546,303.6800089025449,0,0.43208651482775157
50,8,2025-06-17T17:09:49.366915,0-30,False,0.038189378034453464,143.38004615407735,0,0.04273287488153177
51,9,2025-03-18T17:09:49.366915,180+,True,0.5262504306838715,3738.23052468082,0,0.7904653867444432
52,9,2025-04-17T17:09:49.366915,180+,True,0.622601668573431,4422.663482011554,0,0.8123603644753621
53,9,2025-05-17T17:09:49.366915,180+,True,0.6452475482624502,4583.528944110521,0,0.7375055554565431
54,9,2025-06-16T17:09:49.366915,180+,True,0.9393141347906064,6672.436859339593,0,0.7024182026830221
55,9,2025-07-16T17:09:49.366915,180+,True,0.7221058277759906,5129.493279338898,0,0.8345305339209843
56,9,2025-08-15T17:09:49.366915,180+,True,0.583460705016057,4144.624859704961,0,0.8975135586874399
57,9,2025-09-14T17:09:49.366915,180+,True,0.5474542784664973,3888.8524841131225,0,0.9561805431499342
58,9,2025-10-14T17:09:49.366915,180+,True,0.8730631346111637,6201.821546322961,0,0.823721035845088
59,9,2025-11-13T17:09:49.366915,180+,True,0.6778530178654805,4815.142553591479,0,0.8255074354933403
60,10,2026-01-13T17:09:49.368949,31-60,False,0.11051133895090473,720.328988920568,0,0.1688458206143728
61,10,2026-02-12T17:09:49.368949,180+,False,0.08701943832651014,567.2053621033211,0,0.3831335739106711
62,10,2026-03-14T17:09:49.368949,0-30,False,0.15840350398941266,1032.4970899217817,0,0.1484234196695408
63,10,2026-04-13T17:09:49.368949,0-30,False,0.1913349152525733,1247.1488207225304,0,0.1558888843388097
64,10,2026-05-13T17:09:49.368949,31-60,False,0.02070758661390717,134.97506292279635,0,0.47349547481783744
65,11,2026-02-05T17:09:49.368949,0-30,False,0.1968110350033324,847.3413895660697,0,0.45425443466062276
66,11,2026-03-07T17:09:49.368949,0-30,False,0.037846452463292685,162.94241641404727,0,0.09442324534330593
67,11,2026-04-06T17:09:49.368949,91-180,False,0.012337656093663819,53.11799035158966,0,0.3979900835620188
